125;16
115;16
51;08
56;08
60;09
80;09
119;10
138;10
185;11
195;11
195;12
191;12
196;12
191;13
187;13
177;14
154;15
142;15
120;16
108;16
48;08
56;08
71;08
97;09
115;10
135;10
154;11
179;11
183;12
182;12
171;13
173;13
179;13
167;14
156;15
145;15
136;16
119;16
43;08
48;08
59;08
90;09
135;09
181;10
224;10
243;11
278;12
288;12
331;13
351;13
361;13
346;14
369;15
390;15
368;16
340;16
35;08
35;08
36;09
39;09
46;10
53;10
77;10
96;11
124;11
153;12
178;13
188;13
216;13
225;14
211;15
188;15
163;15
130;16
30;08
38;08
49;08
61;09
87;09
110;10
142;10
157;11
157;11
160;12
154;12
161;13
162;13
156;14
148;15
124;15
119;16
118;16
34;07
36;08
46;08
68;09
112;09
150;10
178;11
196;11
236;11
250;12
253;13
237;13
223;14
196;14
163;15
144;15
127;16
106;16
32;08
37;08
43;09
61;09
88;10
107;10
130;11
151;11
152;12
160;12
172;13
172;13
163;14
152;14
134;15
124;15
108;16
94;16
36;08
41;08
49;09
65;09
93;10
126;10
160;11
186;11
201;12
208;12
208;13
200;13
201;14
190;14
162;15
153;15
147;16
136;16
39;08
42;08
63;09
82;09
122;10
147;10
169;11
191;11
188;12
178;12
164;13
166;13
170;14
161;14
162;15
142;15
138;16
124;16
33;08
37;08
50;09
73;09
124;10
159;10
212;11
251;11
291;12
306;12
321;13
341;13
383;14
416;14
449;15
442;15
418;16
356;16
23;08
24;08
27;09
28;09
32;10
46;10
69;11
95;11
128;12
154;12
191;13
204;13
220;14
233;14
220;15
205;15
170;16
133;16
31;08
36;08
42;09
61;09
85;10
99;10
129;11
135;11
158;12
154;12
163;13
152;13
143;14
126;14
121;15
113;15
103;16
89;16
32;07
38;08
47;08
79;09
113;09
171;10
209;11
226;11
227;11
222;12
230;12
233;13
248;14
216;14
170;15
158;15
136;15
114;16
38;08
40;08
54;09
64;09
99;10
129;10
149;11
163;11
174;12
172;12
176;13
187;13
182;14
181;14
159;15
145;15
140;16
125;16
34;08
38;08
51;09
69;09
108;09
146;10
182;11
186;11
209;12
210;12
214;13
212;13
193;14
175;14
150;14
136;15
130;15
114;16
35;08
35;08
37;08
73;09
117;10
157;10
194;11
197;11
205;12
193;12
201;13
217;13
213;14
196;14
168;15
164;15
154;16
140;16
29;07
34;08
51;08
102;09
152;10
196;10
235;10
269;11
293;12
340;12
400;13
429;13
492;14
473;14
482;15
489;15
452;16
431;16
20;08
22;08
21;09
24;09
28;10
44;10
95;11
128;11
163;12
194;12
246;13
268;13
307;14
309;14
290;15
276;15
231;16
180;16
26;08
32;08
39;09
54;09
78;10
92;10
99;11
115;11
122;11
136;12
146;12
147;13
138;14
119;14
111;14
98;15
93;15
83;16
24;07
32;08
45;09
66;09
116;10
154;10
188;11
209;11
228;12
232;12
234;12
234;13
227;13
205;14
175;14
160;15
137;15
122;16
28;08
29;08
34;08
47;09
72;10
100;10
128;11
152;11
166;11
177;12
187;13
181;13
177;13
150;14
126;15
119;15
102;16
92;16
32;08
34;08
52;09
81;09
110;10
131;10
167;11
187;11
200;12
211;12
230;13
219;13
214;13
194;14
176;14
157;15
147;15
134;16
44;08
44;08
60;09
106;09
222;10
283;10
331;11
370;11
380;12
390;12
386;13
384;13
357;14
355;14
341;15
333;15
264;16
248;16
39;08
41;08
59;09
111;09
160;10
195;10
247;11
298;11
368;12
428;12
489;13
508;13
551;14
573;14
567;15
551;15
543;16
501;16
22;08
22;08
23;09
24;09
35;10
65;10
98;11
147;11
177;12
223;12
259;13
291;13
304;14
300;14
292;15
283;15
240;16
199;16
20;08
28;08
33;09
51;09
82;10
112;10
147;11
187;11
205;12
217;12
224;13
224;13
209;14
199;14
171;15
150;15
131;16
133;16
20;07
24;08
38;09
53;09
90;10
132;10
165;11
188;11
192;11
206;12
208;13
206;13
180;14
169;14
152;14
138;15
128;16
114;16
17;08
24;08
35;09
49;09
81;10
107;10
134;10
159;11
182;12
189;12
204;13
201;13
196;14
181;14
154;15
132;15
114;16
106;16
22;08
22;08
31;08
47;09
94;09
127;10
153;10
174;11
196;11
191;12
207;12
203;13
190;13
173;14
168;14
153;15
123;15
108;16
18;07
24;08
40;09
58;09
91;10
122;10
155;11
181;11
197;12
196;12
200;12
203;13
196;13
186;14
175;14
149;15
131;15
105;16
11;08
14;08
26;09
39;09
63;10
87;10
113;11
126;11
148;11
161;12
172;13
177;13
170;14
165;14
149;15
142;15
106;16
95;16
11;07
11;08
22;08
39;09
83;10
120;10
194;11
220;11
226;11
240;12
238;12
229;13
208;14
199;14
178;15
150;15
128;16
111;16
11;07
15;08
20;08
34;09
68;09
97;10
136;10
150;11
177;11
172;12
178;12
183;13
174;13
157;14
137;14
125;15
115;15
103;16
14;07
17;08
26;08
44;09
82;09
124;10
159;10
186;11
209;11
219;12
223;12
216;13
215;13
196;14
169;14
148;15
138;15
105;16
12;08
19;08
27;08
58;09
89;09
133;10
161;10
190;11
205;11
203;12
210;13
209;13
217;14
217;14
200;14
162;15
157;16
136;16
7;07
14;08
45;09
84;09
124;09
165;10
201;11
244;11
294;12
344;12
383;12
408;13
455;13
467;14
476;15
458;15
453;15
420;16
3;08
2;08
3;08
5;09
11;09
35;10
82;10
117;11
162;11
204;12
257;13
288;13
314;13
324;14
325;14
324;15
285;15
255;16
7;08
11;08
23;09
40;09
75;10
99;10
142;11
157;11
157;11
167;12
181;12
189;13
184;14
165;14
159;14
131;15
115;15
95;16
14;08
20;08
33;09
59;09
91;09
132;10
175;11
185;11
209;12
216;12
227;13
210;13
181;14
159;14
129;15
103;16
88;16
14;08
18;08
22;09
42;09
80;10
103;10
149;11
170;12
177;12
200;13
206;13
198;14
173;14
161;14
142;15
145;15
134;16
14;07
19;08
31;09
63;09
100;09
137;10
169;11
185;11
215;12
228;12
219;13
207;13
203;14
183;14
164;15
148;15
140;16
130;16
11;07
19;08
35;09
68;09
104;10
130;10
153;11
166;11
176;11
179;12
172;12
185;13
182;13
190;14
187;14
193;15
168;16
137;16
17;07
26;08
51;09
82;09
129;09
171;10
215;11
263;11
304;12
337;12
353;13
378;13
417;14
440;14
443;15
415;15
379;15
356;16
4;08
4;08
6;08
8;09
18;09
44;10
89;11
135;11
165;12
193;12
215;12
258;13
309;14
310;14
303;14
293;15
247;16
206;16
11;08
17;08
24;09
40;09
57;09
97;10
134;11
175;11
216;12
249;12
277;13
291;13
305;14
309;14
300;15
274;15
230;16
193;16
